'',WP$,NNS,WRB,RBR,$,PRP,PRP$,``,JJ,VBG,:,NNPS,FW,NNP,CC,NN,(,),PDT,#,VBP,CD,VBN,RBS,VBZ,WDT,TO,VB,WP,EX,MD,JJR,SYM,RB,DT,VBD,RP,UH,POS,JJS,IN,length
1,1,264,48,8,53,587,36,0,715,128,0,0,12,1023,239,1390,0,0,25,0,360,266,132,4,506,80,198,468,71,25,146,8,0,606,853,164,44,1,35,3,834,9334.0
0,0,48,0,2,0,38,6,0,61,12,0,0,2,81,30,110,0,0,3,0,34,11,17,0,28,8,12,48,3,0,18,0,0,35,84,15,0,0,1,0,109,816.0
0,0,48,4,0,0,100,14,0,150,38,0,1,0,178,46,207,0,0,6,0,76,9,15,0,78,9,58,104,12,1,15,0,0,91,124,20,9,0,8,0,112,1533.0
1,0,99,11,8,0,192,57,0,251,74,0,0,6,189,123,455,0,0,9,0,139,151,31,0,162,27,50,183,25,6,62,11,0,230,239,40,5,0,2,2,346,3186.0
2,0,254,40,15,11,513,22,0,766,84,0,0,6,1009,288,1186,0,0,15,1,353,131,95,2,529,84,116,382,37,23,128,59,0,570,789,111,36,2,37,15,860,8571.0
0,0,49,5,1,0,76,13,0,142,6,0,1,0,69,50,163,0,0,0,0,40,83,4,0,66,9,42,45,8,2,16,0,0,57,74,11,7,0,3,0,64,1106.0
1,0,505,75,9,7,898,34,0,1050,199,5,1,6,1483,326,2026,0,0,48,0,826,235,153,4,653,94,313,710,48,43,182,61,0,896,1187,152,60,1,25,42,1290,13648.0
2,0,383,72,20,6,844,82,0,1076,217,60,2,7,1158,341,2165,0,0,34,0,713,224,174,1,750,109,359,685,156,33,143,31,0,867,1120,240,38,3,33,12,1288,13448.0
0,0,73,21,3,1,150,14,0,284,67,0,0,5,185,74,646,0,0,6,0,120,26,74,0,103,14,77,193,9,6,94,3,1,153,272,15,2,0,13,0,319,3023.0
1,0,727,89,23,17,1263,116,0,1317,369,36,11,14,1215,512,2293,0,0,48,0,1082,379,243,5,764,124,534,1101,131,100,319,35,0,1084,1435,259,48,2,30,24,1530,17280.0
0,0,49,3,0,3,87,18,0,151,29,0,0,0,113,44,237,0,0,9,0,64,102,11,1,85,6,50,83,10,8,17,2,0,117,200,20,12,0,22,0,118,1671.0
1,1,384,54,18,13,919,32,0,1134,320,53,1,13,1641,485,2213,0,0,34,0,755,301,201,1,725,140,404,834,94,56,223,21,0,808,1335,142,70,2,12,8,1297,14745.0
0,1,241,31,6,0,489,31,0,529,83,1,1,11,674,203,952,0,0,16,0,401,258,55,1,337,57,102,337,60,39,89,10,0,350,593,110,29,1,7,1,486,6592.0
0,0,69,18,3,1,222,20,0,285,51,0,0,1,399,129,568,0,0,15,0,134,59,27,0,179,16,103,215,12,4,41,0,0,192,355,32,14,0,18,1,282,3465.0
0,0,308,49,9,5,537,30,0,592,163,34,0,6,626,271,1313,0,0,26,0,444,128,143,2,449,79,170,379,94,48,88,21,0,463,896,99,40,2,18,2,919,8453.0
0,2,263,34,11,0,586,25,0,802,108,5,0,7,1062,255,1256,0,0,12,0,379,158,116,3,513,56,209,456,67,20,115,27,0,403,771,125,27,1,19,4,805,8702.0
1,1,358,42,16,18,549,11,0,635,96,9,2,4,520,208,999,0,0,17,0,405,171,119,6,296,35,115,383,70,22,124,26,0,458,647,183,32,1,11,11,734,7335.0
0,0,54,3,0,7,118,16,0,155,35,1,0,1,125,64,282,0,0,15,0,71,71,15,0,80,8,56,88,16,3,23,3,0,82,185,28,6,0,1,1,163,1776.0
1,0,416,78,16,2,1021,35,0,877,269,1,2,12,756,379,1602,0,0,22,0,634,258,146,7,545,98,392,725,71,46,177,51,0,617,926,143,60,1,17,15,1073,11491.0
0,0,71,8,2,0,83,13,0,117,22,0,0,2,123,51,331,0,0,5,0,82,40,28,1,71,15,42,63,6,2,25,4,0,73,231,10,2,0,0,0,211,1734.0
2,0,402,76,14,10,882,56,0,1248,276,20,1,11,1730,331,1970,0,0,34,0,734,245,122,4,788,145,364,656,125,30,124,13,0,853,1170,157,25,2,56,15,1269,13960.0
0,0,8,7,0,0,47,3,0,44,6,1,0,0,38,16,88,0,0,5,0,15,9,4,0,28,3,17,27,3,0,3,0,0,22,67,24,3,0,0,0,46,534.0
0,1,184,63,13,0,531,49,0,634,111,0,0,8,1039,206,1288,0,0,15,0,352,109,68,2,358,52,172,416,51,8,141,11,0,392,581,70,45,0,35,1,744,7750.0
1,1,515,69,26,2,931,48,0,1129,243,31,2,11,1097,341,2149,0,0,50,0,856,111,174,2,650,130,342,840,94,53,251,40,0,846,1304,125,31,0,31,31,1235,13792.0
1,1,476,66,35,21,925,62,0,1224,258,19,0,8,1057,554,1829,0,0,24,0,711,289,153,1,600,110,394,762,92,34,216,62,0,736,1086,177,58,0,19,23,1169,13252.0
5,0,396,76,16,5,964,84,0,1281,254,38,7,7,1492,463,2355,0,0,35,0,737,218,199,3,902,158,421,858,95,56,185,17,0,1103,1314,188,47,6,11,11,1398,15405.0
1,0,80,21,7,0,108,0,0,208,16,0,0,0,162,72,333,0,0,6,0,77,84,36,0,147,14,33,105,13,6,30,20,0,156,214,33,14,0,4,0,240,2240.0
2,1,375,55,9,3,1159,46,0,833,327,17,3,15,960,313,1587,0,0,28,0,745,143,173,0,521,77,427,870,106,35,190,37,0,661,885,189,89,1,12,5,1113,12012.0
1,0,359,74,29,6,809,17,0,1134,169,73,2,10,1437,390,1946,0,0,35,0,512,371,129,4,714,74,301,620,78,35,195,71,0,720,1094,221,96,3,39,20,1290,13078.0
3,2,261,50,15,2,550,20,0,599,118,13,3,7,985,201,1151,0,0,18,0,413,146,74,2,475,60,164,483,68,36,167,19,0,450,805,79,19,0,20,4,744,8226.0
1,0,350,80,13,0,707,68,0,668,116,0,5,10,773,302,1347,0,0,22,0,496,97,133,8,436,82,220,516,65,48,159,14,0,510,809,144,44,0,18,7,981,9249.0
1,0,204,32,14,5,416,19,0,610,87,2,0,10,634,196,979,0,0,12,0,321,174,61,0,324,52,151,355,48,18,113,15,0,379,607,76,21,1,11,0,564,6512.0
1,0,220,50,14,13,589,20,0,614,126,19,2,15,691,258,1363,0,0,22,0,432,185,74,0,486,71,214,437,45,28,118,13,0,526,800,95,60,1,14,5,740,8361.0
1,0,486,81,13,6,1344,56,0,1299,317,51,0,17,1307,571,2733,0,0,22,0,965,197,189,2,811,122,474,917,85,52,254,50,0,996,1783,268,48,3,40,12,1609,17181.0
0,0,411,66,13,17,765,18,0,1102,120,3,0,20,1069,338,1902,0,0,44,0,529,353,135,0,610,71,381,697,49,21,219,8,0,748,1058,112,66,0,46,20,1166,12177.0
0,0,435,60,21,9,864,63,0,1120,230,13,2,20,929,331,2331,0,0,39,0,724,100,196,9,697,92,367,715,55,50,150,39,0,749,1175,162,37,1,25,20,1209,13039.0
0,0,56,7,3,0,71,8,0,108,18,0,0,1,148,55,301,0,0,5,1,79,33,32,1,59,11,27,95,6,2,55,4,0,79,148,9,7,0,2,2,195,1628.0
0,0,49,12,4,10,151,12,0,195,33,0,0,5,166,79,390,0,0,8,0,105,85,44,0,99,22,98,175,13,3,80,3,0,149,270,24,1,0,3,0,184,2472.0
0,2,271,40,4,17,485,26,0,564,66,1,1,4,757,196,854,0,0,23,0,431,272,77,0,339,79,92,328,64,25,121,10,0,364,595,130,38,1,18,3,648,6946.0
4,0,296,59,10,5,729,42,0,886,138,47,1,15,1431,333,2030,0,0,20,0,503,157,175,6,503,119,264,575,88,32,252,22,0,568,1169,237,26,1,14,5,1367,12129.0
0,0,6,1,0,0,20,1,0,14,3,1,0,0,23,5,29,0,0,0,0,11,8,4,0,8,1,11,22,2,0,2,1,0,20,17,6,3,0,0,0,15,234.0
0,0,110,16,1,0,118,1,0,163,11,0,0,0,134,58,295,0,0,7,0,108,39,18,0,99,7,30,85,20,18,25,0,0,119,209,21,10,0,4,0,247,1973.0
0,1,158,38,11,0,466,33,0,738,101,5,2,10,800,206,1135,0,0,17,0,311,132,98,1,535,62,157,329,74,12,87,14,0,392,670,138,34,1,6,6,613,7393.0
1,1,241,43,6,12,369,33,0,513,41,21,0,9,945,141,873,0,0,11,0,313,227,39,3,343,48,174,318,32,19,87,8,0,378,614,80,14,1,26,1,565,6550.0
0,0,17,1,1,0,25,5,0,70,2,0,0,0,29,21,107,0,0,1,0,20,8,8,0,42,3,8,20,1,0,8,1,0,32,73,9,1,0,1,0,67,581.0
5,0,218,45,12,17,473,26,0,632,113,43,1,7,708,218,1146,0,0,26,0,385,231,86,7,476,65,177,343,55,29,102,18,0,507,748,107,42,0,12,29,617,7726.0
0,0,236,54,5,2,461,33,0,572,62,1,0,2,1135,198,967,0,0,18,0,352,174,43,1,324,66,201,463,76,8,148,27,0,491,610,63,22,0,5,4,710,7534.0
0,0,271,63,6,0,482,41,0,709,110,5,0,3,839,227,1092,0,0,16,0,394,122,70,2,467,51,208,410,57,29,99,13,0,413,697,127,41,0,17,1,585,7667.0
0,0,134,35,2,0,520,41,0,486,71,0,0,7,620,193,1192,0,0,17,0,356,158,53,3,489,75,133,351,103,23,97,9,2,387,837,111,29,0,9,16,569,7128.0
4,0,530,48,18,3,917,50,0,1176,238,1,1,15,999,341,2236,0,0,47,0,856,163,230,0,654,134,295,745,120,33,210,73,0,848,1291,191,79,8,14,24,1337,13929.0
0,0,33,1,2,1,20,0,0,68,4,0,0,2,52,16,124,0,0,3,0,23,58,11,1,53,15,22,29,3,3,9,5,0,29,98,5,0,0,1,2,85,778.0
0,0,70,14,1,0,110,21,0,191,13,0,4,4,116,71,216,0,0,2,0,67,96,20,0,87,13,68,84,2,3,19,5,0,121,109,29,13,0,0,0,108,1677.0
0,1,352,93,34,6,754,61,0,891,223,114,1,10,1889,797,1793,0,0,17,0,499,274,131,1,346,45,281,651,71,33,151,60,0,937,822,282,40,1,26,61,1026,12774.0
0,0,24,8,1,0,52,21,0,114,15,0,0,12,93,30,224,0,0,5,0,40,17,18,0,79,9,64,73,5,2,7,0,0,45,120,12,0,0,4,1,124,1219.0
1,0,184,35,1,0,500,20,0,590,96,0,0,13,744,186,995,0,0,15,0,377,199,53,1,433,57,151,366,79,37,73,14,0,405,644,103,37,0,5,8,543,6965.0
0,0,75,10,0,1,110,9,0,156,35,0,0,0,133,66,292,0,0,18,0,79,73,20,0,83,7,67,102,6,1,24,4,1,106,225,37,23,1,3,1,156,1924.0
0,0,225,38,4,6,395,26,0,465,66,0,0,1,590,204,1006,0,0,25,0,313,327,33,2,310,49,105,400,43,30,146,4,0,336,673,76,19,1,9,2,492,6421.0
0,2,144,33,5,10,569,20,0,484,117,28,4,4,488,187,856,0,0,13,0,335,198,61,0,311,34,132,404,60,11,121,16,0,387,477,93,26,1,17,3,539,6190.0
0,0,140,53,12,0,451,53,0,555,58,59,1,7,658,201,1097,0,0,13,0,322,99,76,1,368,39,145,406,40,14,103,14,0,453,553,74,13,3,13,8,454,6556.0
0,0,34,10,1,7,80,14,0,69,22,0,0,2,56,28,137,0,0,1,0,23,78,7,0,46,7,23,60,8,0,16,0,0,61,100,33,5,0,2,2,98,1030.0
0,0,206,26,10,1,432,13,0,634,86,0,0,2,645,193,1150,0,0,15,0,362,167,78,0,349,54,157,342,46,14,125,23,0,370,635,124,31,1,15,0,622,6928.0
2,0,394,59,24,42,827,56,0,1034,156,123,1,6,1140,308,1276,0,0,31,0,479,629,98,2,543,101,162,533,57,43,178,62,0,691,696,200,45,8,31,25,943,11005.0
0,0,243,55,16,0,648,15,0,509,167,14,1,8,523,258,1248,0,0,12,0,428,79,111,2,343,70,192,541,74,16,186,11,0,480,690,120,32,0,2,17,764,7875.0
1,0,398,63,22,2,701,25,0,786,120,21,1,12,875,285,1494,0,0,24,0,542,155,120,2,509,84,187,531,50,45,150,29,0,497,909,73,25,2,13,8,953,9714.0
0,0,138,9,3,1,113,13,0,171,31,0,0,0,191,85,438,0,0,9,0,103,39,55,3,66,6,52,145,9,4,90,11,0,138,213,10,0,0,6,6,304,2462.0
0,0,135,13,3,0,292,30,0,303,49,2,0,6,346,122,553,0,0,19,0,194,53,50,0,159,26,90,234,8,7,87,25,0,212,377,68,6,1,19,11,408,3908.0
0,1,262,66,8,2,450,42,0,661,109,81,0,3,941,241,1469,0,0,22,0,337,140,108,2,367,72,142,406,35,20,144,27,0,480,804,165,31,1,8,9,737,8393.0
0,1,262,63,10,0,422,26,0,560,68,0,1,3,775,232,1047,0,0,9,0,351,89,106,2,266,59,157,353,20,17,117,11,0,409,608,54,16,0,11,6,697,6828.0
0,0,24,5,0,2,54,15,0,64,27,0,0,0,55,32,139,0,0,0,0,28,70,10,0,46,4,48,66,6,0,17,2,0,52,47,5,5,0,4,0,72,899.0
1,1,137,54,12,0,440,39,0,503,115,0,0,7,834,198,1075,0,0,6,0,286,62,51,1,395,60,142,329,57,8,86,27,0,389,594,72,27,1,41,3,661,6714.0
0,0,442,73,14,1,835,8,0,960,302,9,0,7,810,345,2218,0,0,22,0,682,284,125,5,724,70,287,468,94,59,140,39,0,635,1221,149,92,1,12,8,1458,12599.0
3,0,199,46,11,6,546,46,0,624,140,18,0,9,742,258,1249,0,0,23,0,405,202,74,1,537,74,236,408,49,32,103,32,0,517,792,103,75,0,17,12,705,8294.0
0,0,40,7,2,0,123,11,0,108,50,0,0,0,205,51,225,0,0,4,0,53,11,11,0,83,5,100,149,9,2,40,9,0,116,185,20,2,0,4,0,172,1797.0
1,0,269,43,6,6,596,24,0,629,143,10,4,6,630,274,1295,0,0,25,0,474,140,111,0,419,69,280,492,63,20,112,29,0,497,826,146,30,3,20,6,861,8559.0
1,0,60,11,4,0,170,4,0,192,20,0,0,8,254,70,337,0,0,3,0,99,42,21,0,91,17,69,120,10,1,29,7,0,130,228,29,9,0,1,0,228,2265.0
1,0,146,44,9,0,524,24,0,573,100,0,1,10,669,175,1244,0,0,10,0,273,130,81,1,474,58,210,396,79,28,112,18,0,329,736,83,21,0,14,7,724,7304.0
0,0,38,1,1,0,45,1,0,71,8,0,0,1,35,31,141,0,0,4,0,51,43,8,0,41,13,4,17,4,1,8,0,0,48,109,8,2,0,0,0,84,818.0
0,1,339,52,8,4,657,27,0,916,105,39,1,17,1079,310,1786,0,0,17,0,489,88,153,1,476,119,214,534,55,48,199,16,0,473,985,139,19,2,16,3,1238,10625.0
0,0,2,1,1,0,19,2,0,17,9,1,0,0,15,5,51,0,0,0,0,13,8,4,0,16,2,10,15,2,0,1,0,0,16,29,5,0,0,1,0,24,269.0
0,0,36,4,1,3,53,6,0,113,18,0,0,0,63,43,270,0,0,0,0,38,69,18,0,54,7,28,78,6,1,47,5,0,56,126,8,1,0,0,5,164,1321.0
1,0,201,18,3,27,321,43,0,472,45,0,0,8,388,136,631,0,0,3,0,229,349,57,0,245,30,144,319,34,14,96,3,0,262,431,57,24,0,11,1,411,5014.0
1,0,555,114,11,10,1045,64,0,1216,209,17,4,11,1385,459,2169,0,0,49,0,912,299,153,8,970,210,380,726,119,71,146,42,0,1060,1214,207,43,4,28,35,1414,15360.0
2,1,393,93,28,5,1058,92,0,1372,187,82,3,8,1507,413,2592,0,0,28,0,691,307,174,1,1045,189,385,784,113,45,205,57,0,1082,1504,196,30,7,37,17,1621,16354.0
0,0,60,11,3,0,159,7,0,241,21,0,0,4,223,80,398,0,0,6,0,100,11,15,1,99,8,101,166,13,4,41,0,0,124,228,34,2,0,3,1,255,2419.0
0,0,303,38,7,6,565,9,0,667,132,0,0,4,615,281,1249,0,0,19,0,413,259,77,4,456,76,198,486,39,30,179,17,0,741,693,84,40,1,15,5,875,8583.0
0,0,136,21,6,0,220,0,0,283,34,0,0,0,399,140,514,0,0,22,0,164,51,64,0,215,20,52,170,47,5,50,2,0,209,351,75,13,0,6,0,386,3655.0
0,0,70,2,0,0,38,2,0,100,16,0,0,0,166,43,165,0,0,0,0,49,46,14,0,71,11,17,34,6,0,7,1,0,47,140,23,1,0,1,0,138,1208.0
1,0,302,88,21,31,931,73,0,793,181,213,2,11,1270,244,1498,0,0,38,0,715,252,102,4,441,47,264,682,77,16,167,56,0,590,880,114,63,8,28,42,919,11164.0
0,0,104,4,0,3,139,24,0,283,16,1,1,3,216,81,400,0,0,5,0,117,139,26,0,127,10,67,117,14,3,22,0,0,179,259,31,3,0,10,0,217,2621.0
19,0,170,43,15,15,583,23,0,652,126,21,0,13,892,230,1191,0,0,23,0,374,230,73,1,549,68,189,387,56,34,88,21,0,531,745,140,55,0,16,3,658,8234.0
2,3,385,76,22,10,747,93,0,819,232,3,0,8,1650,799,2343,0,0,15,0,543,195,199,2,640,113,220,591,85,52,155,40,0,913,1004,199,62,2,38,17,1211,13488.0
1,0,412,39,13,2,627,27,0,824,135,3,0,11,819,311,2046,0,0,26,0,574,176,176,1,441,121,263,530,70,44,205,15,0,489,1084,167,37,0,11,5,1251,10956.0
0,0,65,7,1,0,240,10,0,230,62,0,0,1,226,109,448,0,0,1,0,159,16,26,0,93,10,80,211,12,5,36,3,0,209,269,27,20,0,10,1,216,2803.0
3,0,409,80,21,15,975,125,0,1042,265,13,1,14,1025,421,2184,0,0,19,0,714,271,189,2,839,126,386,768,145,41,148,25,0,955,1306,205,38,1,52,2,1309,14134.0
1,0,258,54,10,31,555,25,0,529,53,42,1,9,1088,201,1050,0,0,11,0,381,256,68,3,330,57,176,447,60,13,153,9,0,375,615,87,8,0,21,3,633,7613.0
1,0,73,13,2,1,208,8,0,303,52,0,0,1,387,107,505,0,0,4,0,131,58,54,3,224,24,75,173,15,10,30,26,0,233,301,28,14,1,7,7,340,3419.0
2,0,312,50,8,1,517,29,0,526,135,19,3,5,643,228,1280,0,0,22,0,453,73,94,2,388,75,162,359,64,37,112,14,0,403,790,132,27,1,18,12,876,7872.0
0,0,400,51,11,7,761,42,0,794,97,5,3,12,802,374,1739,0,0,55,0,615,499,157,4,535,83,419,749,66,12,249,28,0,845,1215,72,53,2,2,30,1119,11907.0
1,0,546,101,24,5,975,45,0,1107,216,19,3,13,1335,421,2162,0,0,47,0,834,233,193,2,655,104,396,802,40,32,192,102,2,996,1314,181,120,3,10,35,1482,14748.0
0,0,42,14,3,4,93,7,0,92,27,0,1,1,62,38,190,0,0,0,0,49,58,7,0,62,5,22,82,5,1,38,3,0,78,110,3,5,0,1,1,112,1216.0
2,0,143,36,8,2,490,29,0,609,118,1,0,4,729,206,1203,0,0,15,0,345,64,51,4,370,69,140,359,62,17,114,28,0,401,703,100,27,1,12,12,593,7067.0
7,0,47,13,2,0,169,9,0,204,39,8,1,0,232,75,465,0,0,4,0,111,48,44,0,100,13,97,213,12,5,101,5,0,149,326,18,3,0,19,0,235,2774.0
0,0,20,2,1,0,35,0,0,60,13,0,0,1,36,22,123,0,0,4,0,30,24,4,0,39,5,28,32,2,2,2,5,0,30,78,7,3,0,0,0,74,682.0
1,0,405,32,2,17,709,15,0,1012,131,53,1,10,1029,383,1820,0,0,42,0,560,369,83,1,601,45,270,548,47,88,214,27,0,609,1030,87,9,5,9,7,1360,11631.0
0,1,433,78,16,5,983,46,0,1097,296,25,2,17,1236,548,2066,0,0,42,0,725,351,179,1,679,130,420,770,90,45,216,42,0,829,1162,180,70,1,33,18,1229,14061.0
3,0,385,49,16,0,751,34,0,1037,128,51,0,11,926,351,2235,0,0,25,0,573,161,193,3,541,107,213,633,93,51,223,19,0,574,1124,211,38,4,20,2,1314,12099.0
1,3,434,128,19,5,876,17,0,1181,191,15,1,8,1090,450,2161,0,0,37,0,759,187,157,2,767,84,310,517,91,57,92,61,0,760,1281,158,66,2,10,10,1477,13465.0
0,0,258,36,13,0,550,46,0,545,129,8,1,4,758,212,972,0,0,14,0,429,131,83,8,311,44,197,465,43,35,127,15,0,484,603,92,46,2,18,14,709,7402.0
0,1,440,90,18,4,827,18,0,1077,216,4,0,11,693,394,1692,0,0,25,0,757,241,118,5,639,95,302,521,114,22,119,76,0,621,1061,110,71,0,37,12,1228,11659.0
4,1,256,62,12,1,502,18,0,556,73,2,0,3,1165,218,941,0,0,13,0,413,149,39,0,350,64,145,363,37,12,109,13,0,422,560,53,21,0,12,6,739,7334.0
1,0,312,40,13,9,506,31,0,608,136,46,0,6,946,274,1310,0,0,15,0,453,197,105,2,370,62,195,416,40,39,116,15,0,410,685,118,42,2,16,14,760,8310.0
0,3,618,106,44,15,1206,118,0,1327,295,34,4,21,2584,1197,3397,0,0,25,0,853,222,250,4,923,135,448,1147,139,61,278,60,0,1478,1654,317,111,4,52,22,1831,20983.0
1,0,186,39,6,7,434,18,0,652,121,2,0,2,850,223,1419,0,0,26,0,326,189,59,2,488,64,152,369,73,12,122,37,0,409,728,94,22,0,15,4,663,7814.0
0,0,301,34,18,9,478,45,0,723,145,0,0,6,742,237,1181,0,0,13,0,387,270,69,0,506,69,212,388,75,13,102,30,0,380,738,106,39,0,14,7,692,8029.0
0,0,337,43,10,16,521,21,0,628,116,47,3,9,651,322,1053,0,0,17,0,435,221,108,2,311,73,166,400,55,11,109,36,0,442,538,103,36,1,25,7,648,7521.0
0,0,118,15,3,12,278,42,0,254,75,0,0,1,270,98,628,0,0,5,0,177,146,51,0,171,22,131,239,12,7,50,2,0,248,362,44,30,0,9,4,281,3785.0
2,2,304,85,17,10,701,44,0,805,152,239,4,4,963,263,1616,0,0,62,0,583,245,88,0,530,72,254,519,72,16,129,44,0,483,939,86,25,3,12,10,894,10277.0
7,0,246,30,13,6,605,17,0,626,133,19,0,6,673,222,1205,0,0,27,0,374,159,74,1,430,79,213,454,63,32,106,19,0,514,772,166,33,1,13,6,757,8101.0
1,0,518,61,17,3,1017,56,0,1203,197,5,9,20,1435,448,2098,0,0,39,0,865,247,192,2,784,129,441,875,55,71,271,28,0,891,1417,107,58,4,27,28,1412,15031.0
1,0,539,98,20,3,1235,54,0,1109,314,36,1,5,1089,508,2677,0,0,48,0,943,247,159,6,730,161,416,860,88,43,251,56,0,913,1779,217,74,0,28,35,1598,16341.0
0,0,145,39,2,1,309,56,0,340,57,0,0,3,462,121,807,0,0,19,0,249,143,67,0,274,29,136,276,28,17,46,1,0,249,466,40,12,0,35,8,472,4909.0
32,0,228,53,22,17,607,24,0,714,159,21,1,6,753,264,1235,0,0,20,0,429,249,71,2,603,79,218,415,66,39,84,19,0,633,777,150,63,0,8,6,766,8833.0
1,0,88,8,1,8,181,28,0,219,39,0,0,2,331,118,457,0,0,4,0,157,133,61,0,153,28,75,166,9,5,28,7,0,246,284,53,11,0,5,1,285,3192.0
0,0,36,8,0,0,114,14,0,188,23,0,1,0,147,71,332,0,0,3,0,67,59,17,0,99,10,83,103,15,3,20,0,0,108,165,38,7,0,1,0,171,1903.0
1,0,36,9,3,0,89,0,0,127,16,0,0,1,162,65,212,0,0,0,0,45,65,10,0,75,12,34,80,9,3,31,1,0,87,145,13,10,0,0,0,178,1519.0
4,0,287,83,13,9,995,22,0,847,257,4,1,9,942,296,1891,0,0,23,0,698,270,129,3,564,69,414,774,89,38,161,63,0,597,1082,143,80,2,16,8,1098,11981.0
0,0,243,49,4,0,502,32,0,742,113,2,0,6,965,215,1230,0,0,17,0,385,106,97,4,503,60,193,374,91,41,110,10,0,399,765,146,23,0,18,7,651,8103.0
0,0,22,6,1,0,38,1,0,92,4,0,0,1,101,29,229,0,0,1,0,19,30,8,0,55,3,38,50,5,1,23,7,0,45,87,10,3,0,0,0,133,1042.0
1,0,428,63,19,47,730,33,0,1106,169,55,2,16,1004,426,1899,0,0,33,0,553,539,117,2,696,84,304,554,106,33,148,91,0,648,1125,193,60,4,20,16,1168,12492.0
2,0,306,62,13,2,706,27,0,613,135,0,1,8,1091,282,1281,0,0,15,0,456,293,104,1,522,86,168,483,61,42,147,59,0,620,740,186,46,1,41,13,847,9460.0
0,0,400,88,12,9,952,15,0,1119,218,27,2,11,815,351,2095,0,0,27,0,672,242,147,4,685,117,279,519,88,35,154,52,0,712,1045,156,69,4,31,5,1538,12695.0
0,0,44,6,0,0,132,19,0,139,38,0,0,1,332,27,296,0,0,13,0,88,16,32,0,121,22,102,147,14,3,35,1,0,87,241,45,11,0,7,0,216,2235.0
0,0,54,2,0,5,62,4,0,112,16,0,1,1,78,71,180,0,0,2,0,61,107,4,0,52,6,24,44,0,9,4,3,0,49,86,10,1,0,3,0,74,1125.0
0,0,48,4,2,1,88,8,0,119,8,0,2,0,146,44,248,0,0,2,0,44,57,13,0,90,9,39,68,13,0,16,4,0,61,156,21,10,0,6,1,143,1471.0
0,2,110,7,1,5,232,55,0,247,53,0,0,5,259,85,632,0,0,8,0,126,44,37,0,202,23,111,226,25,8,37,3,0,237,419,50,10,1,17,0,322,3599.0
0,0,98,26,2,14,218,26,0,204,42,0,0,2,211,76,449,0,0,5,0,140,107,40,2,120,15,60,152,13,2,49,7,0,152,280,42,5,0,12,3,284,2858.0
3,0,195,34,14,1,615,43,0,586,153,26,1,3,890,277,1151,0,0,21,0,415,168,139,2,424,91,243,475,49,24,146,40,0,573,736,125,31,0,18,36,776,8524.0
2,0,519,79,14,57,1000,91,0,1009,240,103,7,6,1324,423,1952,0,0,38,0,783,455,158,5,732,89,302,739,112,48,177,57,0,840,1295,249,94,3,32,12,1229,14275.0
1,0,330,46,19,6,435,28,0,772,183,1,1,3,727,243,1466,0,0,23,0,410,193,94,0,484,65,183,380,82,32,92,29,0,412,911,110,14,0,35,6,949,8765.0
0,0,60,5,3,1,110,11,0,199,22,0,0,3,199,61,301,0,0,3,0,75,21,12,0,84,13,70,127,2,2,24,2,0,107,186,18,5,0,8,1,175,1910.0
0,0,167,9,3,0,124,18,0,238,35,0,0,2,319,109,513,0,0,2,0,153,42,80,0,116,25,70,164,5,10,86,0,0,173,305,22,2,0,7,3,342,3144.0
0,0,54,4,0,1,128,8,0,150,23,0,0,1,96,43,262,0,0,10,0,99,43,13,0,68,6,62,98,13,1,26,2,0,101,181,26,9,0,3,0,159,1690.0
0,1,94,12,5,7,205,24,0,264,60,0,0,0,158,108,642,0,0,11,0,130,155,57,0,128,22,110,279,19,9,132,40,0,212,340,21,7,0,8,0,431,3691.0
1,0,201,35,6,8,629,24,0,691,142,0,0,2,1426,260,1199,0,0,18,0,422,109,155,3,478,78,167,499,57,16,132,17,0,694,809,95,66,1,19,7,964,9430.0
0,0,46,16,3,8,205,49,0,187,56,0,0,0,252,60,441,0,0,4,0,100,60,21,0,141,14,86,156,21,5,39,2,0,160,263,38,16,0,5,0,231,2685.0
3,0,74,11,2,10,152,13,0,246,49,2,0,1,133,101,652,0,0,16,0,87,76,38,1,60,8,55,224,2,7,138,5,0,195,275,51,0,0,4,3,292,2986.0
0,0,497,103,17,3,1059,40,0,1020,247,43,4,9,975,363,2188,0,0,39,0,950,246,204,9,757,120,334,605,111,40,121,70,0,726,1394,121,56,0,8,13,1522,14014.0
0,1,6,0,1,0,16,1,0,13,3,1,0,0,14,7,34,0,0,0,0,11,1,2,0,7,3,9,12,0,0,2,0,0,10,21,3,0,0,0,0,19,197.0
0,0,20,5,8,1,48,1,0,93,17,0,0,1,145,45,183,0,0,4,0,34,24,17,0,41,7,29,49,3,0,20,11,0,73,102,15,5,0,2,0,131,1134.0
2,0,211,25,10,4,373,12,0,573,66,2,0,8,766,207,961,0,0,11,0,260,119,58,7,312,43,115,345,41,11,159,21,0,354,538,80,24,0,12,1,519,6250.0
0,0,282,59,10,1,602,31,0,621,134,59,1,9,784,259,1180,0,0,25,0,427,113,105,1,365,49,158,494,57,25,159,13,0,534,779,92,47,3,31,4,783,8296.0
0,0,43,11,1,0,169,14,0,192,30,0,0,1,158,87,368,0,0,5,0,83,22,19,0,128,20,71,155,9,2,39,2,0,95,256,24,8,1,6,1,155,2175.0
0,1,77,6,0,1,84,6,0,145,30,7,0,0,118,47,230,0,0,7,0,79,96,17,1,67,8,46,67,7,7,12,0,0,69,161,11,8,0,4,0,169,1588.0
